Timestamp/Checkpoint_Reached/Button_Void/X_Controller_Input/Y_Controller_Input/X_Head_Position/Y_Head_Position/Z_Head_Position/X_Head_Tilt/Y_Head_Tilt/Z_Head_Tilt
2024.12.16 16:08:30:61173/0/1/0/0/115,1346/342,5463/-272,7563/350,9872/127,8182/0,2380751
2024.12.16 16:08:30:63466/0/1/0/0/115,1347/342,5463/-272,7565/351,001/127,8205/0,2394722
2024.12.16 16:08:30:65661/0/1/0/0/115,1346/342,5463/-272,7564/350,9908/127,819/0,2340161
2024.12.16 16:08:30:67954/0/1/0/0/115,1347/342,5461/-272,7564/351,018/127,8121/0,2365164
2024.12.16 16:08:30:70149/0/1/0/0/115,1345/342,5461/-272,7563/350,9908/127,8291/0,2460464
2024.12.16 16:08:30:72442/0/1/0/0/115,1346/342,5461/-272,7565/350,9844/127,8243/0,244541
2024.12.16 16:08:30:74640/0/1/0/0/115,1345/342,5462/-272,7566/350,9926/127,8158/0,2398953
2024.12.16 16:08:30:76834/0/1/0/0/115,1345/342,5462/-272,7566/350,966/127,8166/0,2527479
2024.12.16 16:08:30:79028/0/1/0/0/115,1345/342,5462/-272,7568/351,0044/127,8154/0,2271441
2024.12.16 16:08:30:81322/0/1/0/0/115,1343/342,5462/-272,7564/350,9829/127,8092/0,2328832
2024.12.16 16:08:30:83516/0/1/0/0/115,1344/342,5461/-272,7566/350,9792/127,826/0,2411013
2024.12.16 16:08:30:85711/0/1/0/0/115,1343/342,5462/-272,7567/350,9871/127,8207/0,2397771
2024.12.16 16:08:30:88004/0/1/0/0/115,1343/342,5462/-272,7566/350,9795/127,8173/0,2463411
2024.12.16 16:08:30:90198/0/1/0/0/115,1346/342,5463/-272,7566/351,0026/127,8324/0,2309902
2024.12.16 16:08:30:92492/0/1/0/0/115,1341/342,5462/-272,7564/350,9943/127,8206/0,2501009
2024.12.16 16:08:30:94686/0/1/0/0/115,1341/342,5461/-272,7566/350,9843/127,8257/0,2297487
2024.12.16 16:08:30:96881/0/1/0/0/115,1343/342,5462/-272,7566/350,9779/127,8328/0,2408754
2024.12.16 16:08:30:99174/0/1/0/0/115,1342/342,5462/-272,7567/350,9955/127,8092/0,2317706
2024.12.16 16:08:31:01468/0/1/0/0/115,1342/342,5461/-272,7566/350,9856/127,8298/0,2367915
2024.12.16 16:08:31:03662/0/1/0/0/115,1346/342,5463/-272,7566/350,9952/127,8286/0,2320329
2024.12.16 16:08:31:05857/0/1/0/0/115,1342/342,5462/-272,7566/350,9999/127,8212/0,2247855
2024.12.16 16:08:31:08150/0/1/0/0/115,1342/342,5462/-272,7565/350,9922/127,8139/0,2416173
2024.12.16 16:08:31:10345/0/1/0/0/115,1342/342,5462/-272,7567/350,9875/127,8217/0,2408211
2024.12.16 16:08:31:12539/0/1/0/0/115,1342/342,5462/-272,7567/350,9875/127,8114/0,227556
2024.12.16 16:08:31:14833/0/1/0/0/115,1343/342,5461/-272,7566/350,982/127,8255/0,2405421
2024.12.16 16:08:31:17027/0/1/0/0/115,1345/342,5463/-272,7566/351,0016/127,8091/0,2425372
2024.12.16 16:08:31:19321/0/1/0/0/115,1341/342,546/-272,7566/350,9838/127,8196/0,2277682
2024.12.16 16:08:31:21515/0/1/0/0/115,1343/342,5461/-272,7566/351,0027/127,8057/0,239491
2024.12.16 16:08:31:23709/0/1/0/0/115,1345/342,5461/-272,7564/351,0043/127,8161/0,2371182
2024.12.16 16:08:31:26102/0/1/0/0/115,1341/342,5461/-272,7565/350,9859/127,8148/0,2407988
2024.12.16 16:08:31:28197/0/1/0/0/115,1342/342,5461/-272,7565/350,9819/127,8077/0,2397211
2024.12.16 16:08:31:30391/0/1/0/0/115,1346/342,5461/-272,7565/350,9831/127,8116/0,2488813
2024.12.16 16:08:31:32685/0/1/0/0/115,1343/342,5461/-272,7566/350,9801/127,8204/0,244524
2024.12.16 16:08:31:34979/0/1/0/0/115,1343/342,5461/-272,7566/350,9788/127,8201/0,2544679
2024.12.16 16:08:31:37177/0/1/0/0/115,1346/342,5461/-272,7566/350,9926/127,8144/0,2449023
2024.12.16 16:08:31:39571/0/1/0/0/115,1342/342,546/-272,7566/350,9709/127,8065/0,2406096
2024.12.16 16:08:31:41765/0/1/0/0/115,1343/342,5461/-272,7567/350,9895/127,8142/0,2392994
2024.12.16 16:08:31:44016/0/1/0/0/115,1346/342,5461/-272,7565/350,9987/127,8129/0,2388189
2024.12.16 16:08:31:46210/0/1/0/0/115,1341/342,5461/-272,7565/350,9926/127,8131/0,2369577
2024.12.16 16:08:31:48703/0/1/0/0/115,1342/342,5461/-272,7565/350,9832/127,8111/0,2403547
2024.12.16 16:08:31:50798/0/1/0/0/115,1346/342,5461/-272,7565/350,9913/127,7931/0,2489552
2024.12.16 16:08:31:52992/0/1/0/0/115,1341/342,5461/-272,7566/350,9946/127,814/0,2445855
2024.12.16 16:08:31:55189/0/1/0/0/115,1341/342,5461/-272,7566/350,993/127,8178/0,2396774
2024.12.16 16:08:31:57480/0/1/0/0/115,1345/342,5461/-272,7565/350,9954/127,8132/0,2369681
2024.12.16 16:08:31:59676/0/1/0/0/115,1341/342,5461/-272,7565/350,9928/127,8161/0,2497156
2024.12.16 16:08:31:61870/0/1/0/0/115,1341/342,5461/-272,7566/350,9864/127,8115/0,2495874
2024.12.16 16:08:31:64065/0/1/0/0/115,1345/342,5462/-272,7566/350,9964/127,8244/0,2385596
2024.12.16 16:08:31:66358/0/1/0/0/115,1342/342,5461/-272,7565/350,9853/127,8019/0,2399026
2024.12.16 16:08:31:68652/0/1/0/0/115,1343/342,5461/-272,7566/350,9763/127,8144/0,229838
2024.12.16 16:08:31:70846/0/1/0/0/115,1348/342,5462/-272,7564/350,9968/127,8002/0,2428194
2024.12.16 16:08:31:73137/0/1/0/0/115,1342/342,5462/-272,7564/350,9958/127,8263/0,238609
2024.12.16 16:08:31:75335/0/1/0/0/115,1342/342,5462/-272,7562/350,9981/127,8207/0,2555089
2024.12.16 16:08:31:77629/0/1/0/0/115,1345/342,5462/-272,7563/350,9876/127,822/0,2480567
2024.12.16 16:08:31:81319/0/1/0/0/115,1343/342,5462/-272,7564/350,9931/127,8129/0,2582136
2024.12.16 16:08:31:83015/0/1/0/0/115,1342/342,5462/-272,7565/350,992/127,8133/0,2532866
2024.12.16 16:08:31:84810/0/1/0/0/115,1347/342,5462/-272,7565/350,9966/127,807/0,2418368
2024.12.16 16:08:31:86505/0/1/0/0/115,1345/342,5461/-272,7564/350,9986/127,8291/0,2456683
2024.12.16 16:08:31:88500/0/1/0/0/115,1344/342,5461/-272,7565/350,9938/127,7973/0,2540391
2024.12.16 16:08:31:90694/0/1/0/0/115,1349/342,5462/-272,7564/350,9985/127,822/0,2337849
2024.12.16 16:08:31:92988/0/1/0/0/115,1345/342,5462/-272,7564/350,9846/127,8064/0,2501082
2024.12.16 16:08:31:95182/0/1/0/0/115,1345/342,5462/-272,7565/350,9875/127,82/0,246018
2024.12.16 16:08:31:97476/0/1/0/0/115,1349/342,5462/-272,7564/350,994/127,8/0,2548479
2024.12.16 16:08:31:99670/0/1/0/0/115,1345/342,5462/-272,7565/350,9955/127,8068/0,2512659
2024.12.16 16:08:32:01964/0/1/0/0/115,1346/342,5461/-272,7564/350,9904/127,8135/0,2568717
2024.12.16 16:08:32:04158/0/1/0/0/115,1349/342,5462/-272,7564/350,9974/127,8142/0,2358662
2024.12.16 16:08:32:06352/0/1/0/0/115,1347/342,5462/-272,7563/350,9945/127,8167/0,248098
2024.12.16 16:08:32:08546/0/1/0/0/115,1346/342,5461/-272,7562/350,9869/127,8039/0,2435153
2024.12.16 16:08:32:10840/0/1/0/0/115,1351/342,5462/-272,7562/351,0085/127,8113/0,2427823
2024.12.16 16:08:32:13034/0/1/0/0/115,1346/342,5461/-272,7562/350,9904/127,8082/0,2469378
2024.12.16 16:08:32:15328/0/1/0/0/115,1348/342,5461/-272,7564/350,9912/127,8251/0,2453139
2024.12.16 16:08:32:17522/0/1/0/0/115,1352/342,5462/-272,7563/351,0029/127,8096/0,2452707
2024.12.16 16:08:32:19716/0/1/0/0/115,1348/342,5461/-272,7563/350,9998/127,8106/0,2545612
2024.12.16 16:08:32:22010/0/1/0/0/115,1348/342,5462/-272,7564/350,9983/127,826/0,2415754
2024.12.16 16:08:32:24304/0/1/0/0/115,1351/342,5462/-272,7562/350,9973/127,8106/0,2358986
2024.12.16 16:08:32:26498/0/1/0/0/115,1348/342,5462/-272,7562/351,0027/127,8148/0,2293384
2024.12.16 16:08:32:28693/0/1/0/0/115,1348/342,5462/-272,7562/350,9752/127,8356/0,2418589
2024.12.16 16:08:32:30887/0/1/0/0/115,1352/342,5463/-272,7564/350,9999/127,8092/0,2460996
2024.12.16 16:08:32:33180/0/1/0/0/115,1348/342,5463/-272,7564/350,9963/127,8178/0,2385426
2024.12.16 16:08:32:35375/0/1/0/0/115,1348/342,5462/-272,7564/350,995/127,816/0,2379727
2024.12.16 16:08:32:37669/0/1/0/0/115,1348/342,5462/-272,7564/350,987/127,8179/0,2339882
2024.12.16 16:08:32:39863/0/1/0/0/115,1349/342,5462/-272,7564/350,9914/127,8254/0,2480084
2024.12.16 16:08:32:42057/0/1/0/0/115,1348/342,5462/-272,7565/351,0066/127,8216/0,2507063
2024.12.16 16:08:32:44351/0/1/0/0/115,135/342,5462/-272,7563/350,9991/127,8298/0,2279596
2024.12.16 16:08:32:46545/0/1/0/0/115,1348/342,5463/-272,7562/350,9924/127,8192/0,249279
2024.12.16 16:08:32:48839/0/1/0/0/115,1348/342,5463/-272,7564/350,9909/127,8222/0,2318754
2024.12.16 16:08:32:51033/0/1/0/0/115,1348/342,5463/-272,7563/350,9881/127,8157/0,2462354
2024.12.16 16:08:32:53327/0/1/0/0/115,1348/342,5463/-272,7564/350,9926/127,8209/0,2360075
2024.12.16 16:08:32:55521/0/1/0/0/115,1348/342,5463/-272,7564/350,9881/127,8214/0,2339022
2024.12.16 16:08:32:57715/0/1/0/0/115,1352/342,5463/-272,7563/350,9923/127,8285/0,2408362
2024.12.16 16:08:32:60009/0/1/0/0/115,1348/342,5463/-272,7565/350,9794/127,7997/0,2325842
2024.12.16 16:08:32:62203/0/1/0/0/115,135/342,5463/-272,7565/350,9976/127,8089/0,2398957
2024.12.16 16:08:32:64397/0/1/0/0/115,1348/342,5463/-272,7564/351,0045/127,8187/0,2401242
2024.12.16 16:08:32:66691/0/1/0/0/115,1348/342,5463/-272,7564/350,9865/127,8309/0,2402045
2024.12.16 16:08:32:68885/0/1/0/0/115,1349/342,5463/-272,7564/350,9923/127,8235/0,2558998
2024.12.16 16:08:32:71179/0/1/0/0/115,1348/342,5463/-272,7565/350,9901/127,8195/0,2486692
2024.12.16 16:08:32:73373/0/1/0/0/115,1348/342,5463/-272,7564/351,0054/127,8221/0,2337629
2024.12.16 16:08:32:75667/0/1/0/0/115,1347/342,5463/-272,7563/350,9952/127,8159/0,2435049
2024.12.16 16:08:32:77861/0/1/0/0/115,1348/342,5463/-272,7563/350,9858/127,8208/0,2343318
2024.12.16 16:08:32:80055/0/1/0/0/115,1349/342,5463/-272,7563/350,9979/127,8095/0,2397738
2024.12.16 16:08:32:82349/0/1/0/0/115,1348/342,5463/-272,7563/350,9869/127,8088/0,2473195
2024.12.16 16:08:32:84610/0/1/0/0/115,1348/342,5462/-272,7565/350,9885/127,8117/0,2430829
2024.12.16 16:08:32:86802/0/1/0/0/115,1348/342,5463/-272,7564/350,9912/127,8207/0,2383901
2024.12.16 16:08:32:88996/0/1/0/0/115,1348/342,5463/-272,7563/350,9891/127,8149/0,2512978
2024.12.16 16:08:32:91290/0/1/0/0/115,1347/342,5463/-272,7564/350,985/127,8246/0,2305219
2024.12.16 16:08:32:93484/0/1/0/0/115,1352/342,5464/-272,7561/350,9921/127,8271/0,2338041
2024.12.16 16:08:32:95759/0/1/0/0/115,1348/342,5462/-272,7562/350,9854/127,8228/0,2459297
2024.12.16 16:08:32:98052/0/1/0/0/115,1348/342,5463/-272,7565/351/127,8129/0,2393402
2024.12.16 16:08:33:00346/0/1/0/0/115,1351/342,5463/-272,7563/350,9975/127,8446/0,2385187
2024.12.16 16:08:33:02640/0/1/0/0/115,1347/342,5463/-272,7564/350,9991/127,8142/0,2427924
2024.12.16 16:08:33:04834/0/1/0/0/115,1347/342,5463/-272,7564/350,9959/127,8171/0,2523747
